study,dimension,iteration,nc1,nc2,cor
study2,simple,496,285,241,0.7347408094674386
study2,simple,497,239,287,0.8217921424859345
study2,simple,498,226,300,0.8976706769887152
study2,simple,499,264,262,0.8790623057490538
study2,simple,500,275,251,0.8260017885976728
study2,simple,501,256,270,0.7564725114301888
study2,simple,502,273,253,0.7929040029250195
study2,simple,503,284,242,0.8589680312086896
study2,simple,504,240,286,0.9341990908514081
study2,simple,505,297,229,0.717488515064869
study2,simple,506,310,216,0.8552900256896921
study2,simple,507,244,282,0.847279557044395
study2,simple,508,245,281,0.8372377254964319
study2,simple,509,255,271,0.867756053847117
study2,simple,510,249,277,0.8834644252442281
study2,simple,511,275,251,0.8880990639488505
study2,simple,512,279,247,0.8843235702858895
study2,simple,513,256,270,0.8845722946754427
study2,simple,514,248,278,0.9134248692851931
study2,simple,515,268,258,0.768304792872387
study2,simple,516,266,260,0.8021850500225498
study2,simple,517,282,244,0.8229290158528567
study2,simple,518,235,291,0.7429488047010898
study2,simple,519,292,234,0.751368096167552
study2,simple,520,256,270,0.8504358610363292
study2,simple,521,271,255,0.8963639317828239
study2,simple,522,279,247,0.7821768331415802
study2,simple,523,274,252,0.8577309792185004
study2,simple,524,230,296,0.8111672135041978
study2,simple,525,267,259,0.68137014135012
study2,simple,526,257,269,0.7862794726027074
study2,simple,527,262,264,0.8688398700224743
study2,simple,528,244,282,0.7723240404502827
study2,simple,529,263,263,0.8420861267290682
study2,simple,530,228,298,0.8693086276545975
study2,simple,531,248,278,0.8120610176469905
study2,simple,532,290,236,0.8566213942875588
study2,simple,533,255,271,0.8344142007984271
study2,simple,534,247,279,0.8472928571240683
study2,simple,535,264,262,0.8458769776476035
study2,simple,536,265,261,0.8750787867130124
study2,simple,537,294,232,0.7760827011397377
study2,simple,538,276,250,0.8318650733635211
study2,simple,539,275,251,0.8094874645564716
study2,simple,540,249,277,0.8755475411452844
study2,simple,541,249,277,0.8562325632293459
study2,simple,542,269,257,0.8793554242197544
study2,simple,543,257,269,0.7864238284386034
study2,simple,544,279,247,0.821224239367429
study2,simple,545,256,270,0.8839749291165669
study2,simple,546,276,250,0.8279466246376679
study2,simple,547,278,248,0.8969670423564552
study2,simple,548,250,276,0.8935753026593823
study2,simple,549,239,287,0.8105897789404579
study2,simple,550,250,276,0.8300763808178984
study2,simple,551,262,264,0.8819032686211907
study2,simple,552,322,204,0.8970186346535738
study2,simple,553,286,240,0.6573441103030444
study2,simple,554,250,276,0.9625301502088965
study2,simple,555,277,249,0.8660637769640928
study2,simple,556,254,272,0.8400396257472647
study2,simple,557,260,266,0.7556113378798085
study2,simple,558,277,249,0.9197874198506802
study2,simple,559,253,273,0.7930466836314884
study2,simple,560,292,234,0.8105166201386107
study2,simple,561,287,239,0.7368662368060772
study2,simple,562,266,260,0.9192258539909617
study2,simple,563,292,234,0.8671346031609637
study2,simple,564,268,258,0.7772684028945251
study2,simple,565,253,273,0.7753355987433129
study2,simple,566,270,256,0.7786282770531675
study2,simple,567,268,258,0.8214608712573446
study2,simple,568,229,297,0.7304668513037761
study2,simple,569,261,265,0.7879833669132869
study2,simple,570,290,236,0.8233492066926371
study2,simple,571,268,258,0.7648468699010176
study2,simple,572,258,268,0.7616249356099917
study2,simple,573,306,220,0.7166720683132848
study2,simple,574,218,308,0.7948056139795069
study2,simple,575,254,272,0.8209777717160684
study2,simple,576,304,222,0.9015256922889789
study2,simple,577,280,246,0.8665973231611607
study2,simple,578,226,300,0.8948714493112851
study2,simple,579,269,257,0.7406792864929201
study2,simple,580,282,244,0.8466925703098881
study2,simple,581,246,280,0.9068640067439196
study2,simple,582,242,284,0.7925450982214289
study2,simple,583,267,259,0.7836510725779497
study2,simple,584,278,248,0.8386243966006095
study2,simple,585,265,261,0.6490539191608424
study2,simple,586,265,261,0.9132204043481286
study2,simple,587,289,237,0.8233924347985336
study2,simple,588,249,277,0.7237015415545003
study2,simple,589,263,263,0.8920423540143635
study2,simple,590,259,267,0.8550681862782042
study2,simple,591,276,250,0.7282407890496616
study2,simple,592,245,281,0.8099185903644835
study2,simple,593,263,263,0.7373618846214249
study2,simple,594,292,234,0.7787212433725859
study2,simple,595,272,254,0.9149359956285532
study2,simple,596,269,257,0.8330688162844431
study2,simple,597,240,286,0.768299378134514
study2,simple,598,267,259,0.7862664304917653
study2,simple,599,281,245,0.7891088442229732
study2,simple,600,271,255,0.813553639280959
study2,simple,601,253,273,0.9022065932660843
study2,simple,602,225,301,0.8544273892866164
study2,simple,603,269,257,0.8633462943694856
study2,simple,604,256,270,0.8474179797833369
study2,simple,605,256,270,0.6713446651858886
study2,simple,606,249,277,0.6926145211330945
study2,simple,607,246,280,0.8932695302951839
study2,simple,608,267,259,0.8406359293148182
study2,simple,609,273,253,0.7609859332196188
study2,simple,610,279,247,0.8722205724894725
study2,simple,611,249,277,0.7959127470892691
study2,simple,612,300,226,0.8082560084541491
study2,simple,613,278,248,0.8721589233525121
study2,simple,614,268,258,0.6750740928586161
study2,simple,615,239,287,0.8470645501443034
study2,simple,616,247,279,0.8375018460244888
study2,simple,617,232,294,0.7996477639040519
study2,simple,618,292,234,0.8556411929478478
study2,simple,619,257,269,0.7923464040215854
study2,simple,620,290,236,0.8440706342167305
study2,simple,621,255,271,0.6863290962773216
study2,simple,622,286,240,0.9168702196877905
study2,simple,623,261,265,0.8309000189736966
study2,simple,624,296,230,0.8250886950412439
study2,simple,625,251,275,0.786418012859836
study2,simple,626,262,264,0.8350893120606507
study2,simple,627,255,271,0.8511843869622988
study2,simple,628,248,278,0.8601210268951631
study2,simple,629,278,248,0.7891677402959014
study2,simple,630,261,265,0.7547176154002685
study2,simple,631,237,289,0.8762987573602248
study2,simple,632,248,278,0.8592304161631465
study2,simple,633,236,290,0.8006032743124194
study2,simple,634,290,236,0.8294972841380119
study2,simple,635,262,264,0.844182204873859
study2,simple,636,296,230,0.7803346728477256
study2,simple,637,295,231,0.8839538565495922
study2,simple,638,247,279,0.8648719367678396
study2,simple,639,288,238,0.8806649158880937
study2,simple,640,284,242,0.8499196552343682
study2,simple,641,269,257,0.7842727727645294
study2,simple,642,260,266,0.8802380114776777
study2,simple,643,274,252,0.8560009933407751
study2,simple,644,249,277,0.8061316828313584
study2,simple,645,272,254,0.8923685703616844
study2,simple,646,258,268,0.8846152410157024
study2,simple,647,262,264,0.8645723274725116
study2,simple,648,258,268,0.9557426017831148
study2,simple,649,242,284,0.8045592233657479
study2,simple,650,262,264,0.8808130663380639
study2,simple,651,269,257,0.8573927473819879
study2,simple,652,251,275,0.860460888833848
study2,simple,653,292,234,0.814893324549594
study2,simple,654,286,240,0.8161004992835138
study2,simple,655,262,264,0.8137082488646564
study2,simple,656,248,278,0.8059013881325812
study2,simple,657,241,285,0.8603960593993603
study2,simple,658,245,281,0.8471209781790009
study2,simple,659,270,256,0.8573448734957484
study2,simple,660,256,270,0.800024543812032
study2,simple,661,289,237,0.9414911173830891
study2,simple,662,293,233,0.881505942993807
study2,simple,663,261,265,0.8264278896864745
study2,simple,664,290,236,0.8180924087375752
study2,simple,665,274,252,0.8796837456545678
study2,simple,666,257,269,0.7117620237116982
study2,simple,667,232,294,0.7147791776718763
study2,simple,668,234,292,0.8680359344763433
study2,simple,669,295,231,0.8201979181492464
study2,simple,670,285,241,0.8141221645015404
study2,simple,671,275,251,0.8301790533765355
study2,simple,672,258,268,0.8896768435207886
study2,simple,673,237,289,0.8155160798810271
study2,simple,674,249,277,0.8999148890376725
study2,simple,675,281,245,0.8122326704792848
study2,simple,676,252,274,0.821681460453072
study2,simple,677,248,278,0.6600657158656615
study2,simple,678,248,278,0.7224916226775184
study2,simple,679,274,252,0.9048659045909366
study2,simple,680,227,299,0.863271706083511
study2,simple,681,213,313,0.7937076304107289
study2,simple,682,278,248,0.7741454022398505
study2,simple,683,246,280,0.8285478815533945
study2,simple,684,276,250,0.9004962924128767
study2,simple,685,251,275,0.8927162457591438
study2,simple,686,253,273,0.7839346139317726
study2,simple,687,242,284,0.6311889280927672
study2,simple,688,295,231,0.8108620660252509
study2,simple,689,279,247,0.6829490599456441
study2,simple,690,264,262,0.9414966406446881
study2,simple,691,283,243,0.7815057437312446
study2,simple,692,303,223,0.6032093342810614
study2,simple,693,254,272,0.8194237693297394
study2,simple,694,259,267,0.8086247428847796
study2,simple,695,253,273,0.7929202246171857
study2,simple,696,275,251,0.8732391285158418
study2,simple,697,273,253,0.7601720801380906
study2,simple,698,287,239,0.81087769351772
study2,simple,699,258,268,0.8512895780703886
study2,simple,700,281,245,0.8099158781009055
study2,simple,701,261,265,0.7880377920763548
study2,simple,702,236,290,0.8250527124996133
study2,simple,703,259,267,0.8301217182653517
study2,simple,704,269,257,0.7099123092055002
study2,simple,705,223,303,0.8830160285357658
study2,simple,706,252,274,0.8375872265692756
study2,simple,707,254,272,0.921646631942551
study2,simple,708,270,256,0.8248446515429163
study2,simple,709,233,293,0.8669616909469592
study2,simple,710,293,233,0.8389895436557918
study2,simple,711,269,257,0.9247637612551666
study2,simple,712,237,289,0.8378146980724664
study2,simple,713,237,289,0.7562627335981654
study2,simple,714,245,281,0.7739850193831382
study2,simple,715,280,246,0.8735089387717004
study2,simple,716,315,211,0.6036819625158989
study2,simple,717,272,254,0.8220689756500562
study2,simple,718,267,259,0.7539996295311582
study2,simple,719,285,241,0.8407804776818527
study2,simple,720,227,299,0.8620240921277321
study2,simple,721,291,235,0.7101554134407179
study2,simple,722,259,267,0.8626065247157735
study2,simple,723,266,260,0.8034639178451791
study2,simple,724,241,285,0.8670124219837267
study2,simple,725,243,283,0.7111087147256954
study2,simple,726,268,258,0.8470589173188402
study2,simple,727,296,230,0.7932173753508128
study2,simple,728,248,278,0.8290991151796336
study2,simple,729,263,263,0.8276049708208854
study2,simple,730,268,258,0.8253901939355409
study2,simple,731,310,216,0.8581389975277854
study2,simple,732,261,265,0.5670592706788105
study2,simple,733,220,306,0.9104218738314432
study2,simple,734,265,261,0.8440311577870797
study2,simple,735,241,285,0.7649367884545509
study2,simple,736,249,277,0.8710889929357122
study2,simple,737,258,268,0.8372051872485706
study2,simple,738,255,271,0.9163736673913694
study2,simple,739,289,237,0.8387756683540052
study2,simple,740,213,313,0.7365204433720413
study2,simple,741,285,241,0.854108470024872
study2,simple,742,291,235,0.8956417095585045
study2,simple,743,262,264,0.798029321702901
study2,simple,744,288,238,0.898370333381681
study2,simple,745,242,284,0.7318767070689008
study2,simple,746,297,229,0.8123559624938409
study2,simple,747,288,238,0.8446151180238445
study2,simple,748,242,284,0.6484877723813957
study2,simple,749,235,291,0.7663974847030223
study2,simple,750,235,291,0.7031307089895504
study2,simple,751,278,248,0.7816601294476216
study2,simple,752,256,270,0.826779651707101
study2,simple,753,255,271,0.6537984477457102
study2,simple,754,275,251,0.6654278287103041
study2,simple,755,254,272,0.8728652837170437
study2,simple,756,258,268,0.9179417561777575
study2,simple,757,273,253,0.7957862448114679
study2,simple,758,227,299,0.8141930528333177
study2,simple,759,243,283,0.8175640931891104
study2,simple,760,284,242,0.8708399951895567
study2,simple,761,305,221,0.598323516887449
study2,simple,762,275,251,0.9198079531981537
study2,simple,763,243,283,0.8709925471822579
study2,simple,764,284,242,0.8846211085244803
study2,simple,765,221,305,0.851440477094446
study2,simple,766,276,250,0.8556968789713492
study2,simple,767,260,266,0.8040228940412397
study2,simple,768,286,240,0.8110676508338924
study2,simple,769,268,258,0.7746341201446275
study2,simple,770,256,270,0.8515199887789786
study2,simple,771,255,271,0.7552016488633859
study2,simple,772,279,247,0.9406565059720082
study2,simple,773,237,289,0.8788737438599478
study2,simple,774,274,252,0.7347057147062542
study2,simple,775,258,268,0.8909390534046752
study2,simple,776,254,272,0.7780935716120826
study2,simple,777,242,284,0.8749290062832636
study2,simple,778,273,253,0.8147307713828833
study2,simple,779,269,257,0.8374761444333181
study2,simple,780,279,247,0.6041457868429917
study2,simple,781,264,262,0.7587492918783669
study2,simple,782,275,251,0.780721301195835
study2,simple,783,273,253,0.8628588764181825
study2,simple,784,286,240,0.8211367320001268
study2,simple,785,265,261,0.8738174211452043
study2,simple,786,233,293,0.6979261940156168
study2,simple,787,252,274,0.708491168864087
study2,simple,788,231,295,0.8247835427020329
study2,simple,789,276,250,0.8121061843979541
study2,simple,790,227,299,0.8508533897315945
study2,simple,791,256,270,0.7992448346794995
study2,simple,792,257,269,0.7796310138822431
study2,simple,793,241,285,0.7371253911472184
study2,simple,794,264,262,0.843918684875148
study2,simple,795,251,275,0.738349067082695
study2,simple,796,320,206,0.8322812907785287
study2,simple,797,287,239,0.8146047898496093
study2,simple,798,258,268,0.7040052772473842
study2,simple,799,272,254,0.8807991543579935
study2,simple,800,259,267,0.8029488846729476
study2,simple,801,231,295,0.8312381607162114
study2,simple,802,256,270,0.9147872319817382
study2,simple,803,250,276,0.8850700696821487
study2,simple,804,281,245,0.7917155986722082
study2,simple,805,302,224,0.7843985880861204
study2,simple,806,248,278,0.8618032358776152
study2,simple,807,254,272,0.8370736337735458
study2,simple,808,267,259,0.8545447953387194
study2,simple,809,247,279,0.9028167799093115
study2,simple,810,253,273,0.8642770849792742
study2,simple,811,248,278,0.8571720056666123
study2,simple,812,269,257,0.875113772929006
study2,simple,813,286,240,0.8274077250315441
study2,simple,814,285,241,0.7941362981117365
study2,simple,815,264,262,0.8551066524909097
study2,simple,816,271,255,0.7221870629500776
study2,simple,817,256,270,0.832214668609662
study2,simple,818,253,273,0.900821103041745
study2,simple,819,266,260,0.864475795036717
study2,simple,820,293,233,0.8484486990269534
study2,simple,821,267,259,0.8792765528509401
study2,simple,822,274,252,0.8704567066745326
